emp_no,first_name,last_name,birth_date,from_date,to_date,title
14409,Uta,Pettis,1963-05-08,1988-12-27,9999-01-01,Senior Staff
14419,Ennio,Katiyar,1962-10-01,1987-02-16,9999-01-01,Senior Engineer
14429,Marek,Koblick,1963-10-08,1992-03-07,9999-01-01,Senior Staff
14430,Rayond,Reinhart,1962-01-25,1996-06-08,9999-01-01,Senior Staff
14438,Tokuyasu,Gladwell,1963-10-17,1996-08-07,9999-01-01,Senior Engineer
14443,Kinh,Barriga,1962-01-03,1985-10-28,9999-01-01,Senior Staff
14449,Isaac,Muntz,1963-09-21,1988-08-11,9999-01-01,Senior Engineer
14451,Hirochika,Tagansky,1964-05-20,1995-07-19,9999-01-01,Senior Engineer
14462,Marl,Pietrzykowski,1963-02-02,1995-04-28,9999-01-01,Senior Staff
14467,Lena,Broder,1963-02-14,1995-02-11,9999-01-01,Senior Engineer
14468,Unal,Ertl,1964-12-03,1992-09-02,9999-01-01,Senior Staff
14479,Thodoros,Suessmith,1964-08-22,1991-11-27,9999-01-01,Senior Staff
14499,Vasilis,Bernardinello,1963-09-01,1992-02-12,9999-01-01,Senior Engineer
14503,Bernd,Beerel,1964-06-04,1989-09-07,9999-01-01,Senior Engineer
14504,Lidong,Sidje,1964-02-27,1998-01-12,9999-01-01,Senior Staff
14517,Kwangho,Hatcliff,1964-02-28,1997-04-07,9999-01-01,Senior Engineer
14523,Leif,Busillo,1964-06-13,1994-07-21,9999-01-01,Senior Staff
14531,Armond,Ruther,1963-04-21,1985-06-02,9999-01-01,Senior Engineer
14541,Suebskul,Terwilliger,1964-12-26,1996-04-25,9999-01-01,Senior Staff
14547,Hongzhu,Stifter,1963-11-11,1993-12-16,9999-01-01,Senior Staff
14565,Edwin,Kroft,1962-03-12,1996-04-10,9999-01-01,Senior Staff
14570,Chinho,Bala,1963-07-26,1994-11-17,9999-01-01,Senior Staff
14586,Mabry,Katiyar,1962-08-06,1989-07-18,9999-01-01,Senior Engineer
14592,Paddy,Keohane,1964-03-31,1993-10-26,9999-01-01,Senior Engineer
14605,Kellyn,Cools,1963-08-29,1999-01-12,9999-01-01,Senior Engineer
14617,Tse,Parfitt,1963-10-22,1989-01-23,9999-01-01,Senior Engineer
14618,Cedric,Brlek,1964-09-04,1989-12-26,9999-01-01,Senior Staff
14628,Pranjal,Vandervoorde,1962-05-24,1989-02-23,9999-01-01,Senior Staff
14651,Bedrich,Hopewell,1963-02-11,1992-02-08,9999-01-01,Senior Staff
14653,Franziska,Macedo,1963-05-14,1992-05-31,9999-01-01,Senior Engineer
14686,Oldrich,Deville,1962-12-21,1993-11-29,9999-01-01,Senior Staff
14694,Nigel,Suessmith,1964-04-23,1993-06-27,9999-01-01,Senior Engineer
14698,Kirk,Kambil,1964-03-13,1992-07-02,9999-01-01,Senior Staff
14711,Bangqing,McDermid,1963-11-08,1998-03-05,9999-01-01,Senior Staff
14720,Shushma,Trystram,1962-08-11,1993-11-19,9999-01-01,Senior Engineer
14733,Adam,Hofting,1962-09-23,1995-02-19,9999-01-01,Senior Staff
14757,Kerhong,Eiter,1964-01-26,1992-06-22,9999-01-01,Senior Staff
14769,Paraskevi,Demeyer,1964-01-28,1996-08-15,9999-01-01,Senior Engineer
14779,Xianlong,Benaini,1964-01-12,1992-05-02,9999-01-01,Senior Engineer
14783,Gennadi,Fasbender,1964-07-26,1987-08-26,9999-01-01,Senior Staff
14786,Duke,Hainaut,1962-02-17,1988-06-03,9999-01-01,Senior Staff
14813,Naftali,Alpin,1964-08-16,1985-10-21,9999-01-01,Senior Staff
14845,Theron,Homond,1962-08-10,1994-12-08,9999-01-01,Senior Staff
14847,Matk,Perng,1964-08-16,1995-09-07,9999-01-01,Senior Staff
14891,Lalit,Smeets,1963-08-11,1988-06-27,9999-01-01,Senior Staff
14893,Jacqueline,Bael,1964-04-18,1988-05-23,9999-01-01,Senior Engineer
14894,Achilleas,Picaronny,1963-06-30,1994-02-17,9999-01-01,Senior Staff
14903,Shalesh,Poehlman,1962-05-21,1992-09-27,9999-01-01,Senior Staff
14929,Mads,Hanratty,1963-08-19,1988-09-17,9999-01-01,Senior Staff
14931,Heeju,Luef,1964-11-15,1997-05-23,9999-01-01,Senior Engineer
14932,JiYoung,Meszaros,1963-03-17,1987-07-24,9999-01-01,Senior Engineer
14938,King,Mitina,1964-01-03,1986-04-30,9999-01-01,Senior Staff
14944,Jixiang,Douceur,1964-01-30,1991-09-27,9999-01-01,Senior Staff
14951,Temple,Goodrum,1964-12-30,1991-12-24,9999-01-01,Senior Staff
14953,Chinya,Wallrath,1964-02-17,1986-08-25,9999-01-01,Senior Engineer
14969,Hongzue,Himler,1964-01-23,1986-01-03,9999-01-01,Senior Staff
14974,Joydip,Adachi,1964-05-21,1990-02-12,9999-01-01,Senior Engineer
14996,Jianhao,Schahn,1962-12-14,1985-02-12,9999-01-01,Senior Engineer
15014,Xiaocheng,Krzyzanowski,1962-11-24,1991-09-05,9999-01-01,Senior Staff
15017,Xiaobin,Thorelli,1963-03-22,1987-07-31,9999-01-01,Senior Engineer
15022,Krisda,Mitchem,1964-08-26,1996-09-27,9999-01-01,Senior Engineer
15023,Sumant,Dredge,1962-10-05,1989-07-05,9999-01-01,Senior Staff
15026,Geoffrey,Manderick,1963-12-12,1985-03-24,9999-01-01,Senior Engineer
15046,Marin,Prochazka,1963-09-22,1987-03-07,9999-01-01,Senior Staff
15047,Tayeb,Chaudhuri,1962-04-03,1991-12-16,9999-01-01,Senior Engineer
15050,Nikolaos,Kruskal,1965-01-18,1990-12-17,9999-01-01,Senior Engineer
15058,Bouchung,Bugrara,1965-01-30,1990-06-18,9999-01-01,Senior Staff
15067,Nidapan,Uhrig,1962-08-02,1988-05-04,9999-01-01,Senior Staff
15074,Arnd,Erie,1963-06-03,1989-09-26,9999-01-01,Senior Engineer
15125,Heather,Brodal,1964-09-13,1995-11-20,9999-01-01,Senior Staff
15140,Yonghong,Schahn,1962-07-31,1991-07-04,9999-01-01,Senior Staff
15141,Takahito,Restivo,1962-08-13,1997-08-04,9999-01-01,Senior Staff
15149,Erzsebet,Chandrasekhar,1964-02-11,1999-03-08,9999-01-01,Senior Engineer
15160,Alagu,Iisaka,1962-12-27,1995-12-26,9999-01-01,Senior Engineer
15203,Adly,Fontet,1963-12-10,1992-12-25,9999-01-01,Senior Staff
15235,Zhongwei,Luff,1964-05-16,1990-10-16,9999-01-01,Senior Staff
15240,Sudharsan,Rajaraman,1962-05-25,1993-08-01,9999-01-01,Senior Engineer
15257,Ishfaq,Schauser,1964-07-03,1987-09-16,9999-01-01,Senior Staff
15322,Munehiko,Sidou,1963-12-27,1985-02-04,9999-01-01,Senior Engineer
15355,Hisao,Yurov,1964-09-16,1987-10-09,9999-01-01,Senior Engineer
15364,Sakthirel,Quittner,1964-02-19,1999-05-06,9999-01-01,Senior Staff
15381,Berna,Jervis,1962-10-03,1993-05-22,9999-01-01,Senior Staff
15389,Berry,Farrel,1963-12-28,1999-07-01,9999-01-01,Senior Staff
15397,Remco,Gargeya,1964-02-29,1990-08-13,9999-01-01,Senior Engineer
15436,Kwangsub,Negoita,1964-03-13,1999-01-27,9999-01-01,Senior Staff
15444,Shir,Schreiter,1964-08-01,1989-03-08,9999-01-01,Senior Engineer
15449,Yinghua,Kropf,1964-04-17,2001-03-27,9999-01-01,Senior Staff
15457,Boalin,Scallan,1964-07-06,1989-12-26,9999-01-01,Senior Staff
15485,Sadun,Comellas,1964-07-16,1988-11-07,9999-01-01,Senior Engineer
15486,Mariangiola,Zhang,1964-06-14,1989-02-20,9999-01-01,Senior Engineer
15495,Sven,Rotem,1964-06-04,1988-05-25,9999-01-01,Senior Staff
15502,Susanne,Rahier,1964-11-10,1991-05-14,9999-01-01,Senior Engineer
15533,Gift,Gien,1964-04-30,1989-05-21,9999-01-01,Senior Staff
15540,Steen,Mullainathan,1963-05-31,1988-12-01,9999-01-01,Senior Engineer
15542,Mariangiola,Hardjono,1964-03-01,1988-04-26,9999-01-01,Senior Engineer
15552,Luerbio,Foote,1962-05-27,1995-12-29,9999-01-01,Senior Engineer
15553,Zdislav,Pardalos,1963-11-22,1990-03-29,9999-01-01,Senior Staff
15564,Lorien,DiGiano,1963-04-29,1999-10-03,9999-01-01,Senior Staff
15588,Gererd,Morrow,1963-10-13,1993-10-07,9999-01-01,Senior Engineer
15591,Vidya,Sridhar,1962-07-28,1992-11-14,9999-01-01,Senior Staff
15592,Mohit,Conde,1963-05-30,1992-09-16,9999-01-01,Senior Engineer
15597,JoAnne,Farris,1962-12-16,1985-11-09,9999-01-01,Senior Staff
15619,Conor,Gyorkos,1962-10-31,1999-08-17,9999-01-01,Senior Engineer
15620,Alejandro,Randi,1964-04-10,1987-02-14,9999-01-01,Senior Staff
15627,Chinhyun,Garrabrants,1963-01-08,1995-06-08,9999-01-01,Senior Engineer
15688,Behnaam,Gecsei,1963-08-02,1994-10-27,9999-01-01,Senior Engineer
15721,Perla,Denis,1962-05-27,1987-04-28,9999-01-01,Senior Engineer
15749,Unal,Pargas,1963-04-18,1987-03-22,9999-01-01,Senior Engineer
15775,Gurbir,Scallan,1962-03-10,1989-11-17,9999-01-01,Senior Staff
15784,Gen,Bernatsky,1963-12-02,1987-10-31,9999-01-01,Senior Staff
15793,Yannik,Delgrossi,1963-03-09,1996-03-24,9999-01-01,Senior Staff
15794,Serge,Fairtlough,1963-12-14,1987-02-28,9999-01-01,Senior Engineer
15797,Qingxiang,Rosis,1964-11-20,1991-04-24,9999-01-01,Senior Engineer
15810,Tesuro,Tiemann,1962-09-21,1997-03-07,9999-01-01,Senior Engineer
15817,Kagan,Frolund,1964-05-19,1990-12-04,9999-01-01,Senior Engineer
15826,Kayoko,Waterhouse,1963-07-21,1997-01-29,9999-01-01,Senior Engineer
15830,Yurij,Narwekar,1963-10-22,1997-03-13,9999-01-01,Senior Staff
15834,Changho,Simkin,1963-06-14,1986-06-14,9999-01-01,Senior Staff
15838,Zissis,Montresor,1963-12-06,1992-06-15,9999-01-01,Senior Staff
15851,Alper,Beerel,1962-01-05,1993-04-16,9999-01-01,Senior Engineer
15852,Nathalie,Bonifati,1964-10-22,1988-06-01,9999-01-01,Senior Engineer
15884,Demin,Mahnke,1963-08-03,1996-10-17,9999-01-01,Senior Staff
15888,Salvador,Zumaque,1964-04-14,1987-08-07,9999-01-01,Senior Staff
15897,Menkae,Perez,1964-11-08,1996-01-07,9999-01-01,Senior Engineer
15898,Zengping,Bail,1964-03-14,1996-04-25,9999-01-01,Senior Staff
15909,Sahrah,Serdy,1962-12-04,1990-11-03,9999-01-01,Senior Engineer
15913,Shigeaki,Mattern,1963-02-09,1986-04-21,9999-01-01,Senior Engineer
15921,Ziyad,Manderick,1963-01-08,2001-11-22,9999-01-01,Senior Staff
15927,Dharmaraja,Swick,1963-09-21,1994-04-22,9999-01-01,Senior Engineer
15931,Heather,Crelier,1963-06-11,1989-06-10,9999-01-01,Senior Engineer
15936,Boriana,Perz,1962-09-02,1996-09-01,9999-01-01,Senior Staff
15950,Subir,Baak,1964-01-27,1993-08-16,9999-01-01,Senior Staff
15953,Make,Steinauer,1964-07-26,1990-11-04,9999-01-01,Senior Staff
15963,LiMin,Lunt,1963-07-15,1999-11-22,9999-01-01,Senior Staff
15980,Bernardo,Kakkad,1964-10-07,1992-10-21,9999-01-01,Senior Staff
15998,Urs,Speel,1964-03-16,1995-07-21,9999-01-01,Senior Staff
16007,Premsyl,Dalton,1964-05-30,1988-04-15,9999-01-01,Senior Engineer
16009,Arnould,Denna,1962-12-02,1990-01-26,9999-01-01,Senior Engineer
16020,Wuxu,Chiola,1963-05-26,1990-01-04,9999-01-01,Senior Staff
16031,Elliott,Parveen,1964-11-03,1993-12-17,9999-01-01,Senior Staff
16048,Rance,Demir,1964-05-13,1994-12-13,9999-01-01,Senior Staff
16062,Jaques,Peak,1963-02-26,1986-01-25,9999-01-01,Senior Staff
16065,Kaijung,Karunanithi,1962-07-05,1987-08-28,9999-01-01,Senior Staff
16071,Bedir,Eiron,1963-07-07,1989-09-17,9999-01-01,Senior Staff
16082,Etsuo,Redmiles,1962-01-21,1995-09-22,9999-01-01,Senior Engineer
16098,Stella,Fortenbacher,1964-12-11,1985-09-30,9999-01-01,Senior Engineer
16100,Mantis,Petereit,1962-04-20,1986-03-31,9999-01-01,Senior Staff
16125,Mori,Alpin,1964-08-19,1989-11-12,9999-01-01,Senior Engineer
16128,Guenter,Bain,1964-05-17,1994-07-13,9999-01-01,Senior Engineer
16136,Kamran,Montemayor,1963-03-12,1994-02-06,9999-01-01,Senior Engineer
16152,Ewing,Zuberek,1963-01-24,1989-01-09,9999-01-01,Senior Staff
16169,Candida,Dratva,1962-11-05,1989-03-19,9999-01-01,Senior Engineer
16171,Kristinn,Zizka,1963-05-13,1990-03-01,9999-01-01,Senior Engineer
16208,Kish,Krohn,1962-11-15,1991-10-07,9999-01-01,Senior Engineer
16265,Oksana,Menhoudj,1963-08-15,1994-11-06,9999-01-01,Senior Staff
16275,Maja,Ruemmler,1964-06-08,1987-11-25,9999-01-01,Senior Engineer
16282,Sven,Kleiser,1963-08-17,1990-04-24,9999-01-01,Senior Staff
16285,Ghassan,McFarlan,1962-01-05,1994-10-17,9999-01-01,Senior Staff
16292,Bluma,Lakshmanan,1962-07-21,1994-07-15,9999-01-01,Senior Engineer
16321,Parviz,Schlenzig,1964-07-16,1989-01-13,9999-01-01,Senior Staff
16344,Odoardo,Brlek,1964-03-18,1996-03-31,9999-01-01,Senior Engineer
16356,Sibyl,Woycyznski,1964-06-25,1988-12-05,9999-01-01,Senior Staff
16357,Arve,Perl,1963-03-15,1988-09-11,9999-01-01,Senior Engineer
16371,Duri,Danlos,1964-03-25,1987-05-12,9999-01-01,Senior Staff
16374,Holgard,Nergos,1963-05-23,1987-05-21,9999-01-01,Senior Engineer
16375,Zvonko,Begiun,1963-01-15,1991-03-06,9999-01-01,Senior Staff
16376,Mamdouh,Smailagic,1964-01-21,1997-04-07,9999-01-01,Senior Engineer
16389,Kwangjo,Sadowsky,1963-04-13,1994-12-29,9999-01-01,Senior Staff
16395,Masasuke,Heering,1962-04-26,1993-04-17,9999-01-01,Senior Engineer
16416,Ramzi,Kaltofen,1964-01-30,1995-12-29,9999-01-01,Senior Engineer
16428,Arun,Chinin,1964-09-05,2000-06-02,9999-01-01,Senior Staff
16461,Remmert,Schahn,1965-01-14,1986-09-06,9999-01-01,Senior Staff
16489,Junsik,Broder,1962-11-30,1987-06-30,9999-01-01,Senior Engineer
16493,Rafols,Cooley,1962-04-25,1995-02-15,9999-01-01,Senior Staff
16498,Perla,Douceur,1963-08-22,1992-11-28,9999-01-01,Senior Staff
16507,Yongmao,Gecsel,1962-07-17,1992-01-07,9999-01-01,Senior Staff
16513,Toney,Auria,1964-10-15,1987-03-03,9999-01-01,Senior Staff
16523,Reinhold,Rebaine,1963-01-27,1993-11-11,9999-01-01,Senior Staff
16553,Jianhao,Halevi,1962-03-07,1988-06-22,9999-01-01,Senior Staff
16568,Rafols,Gulik,1962-07-14,1991-09-28,9999-01-01,Senior Staff
16573,Uinam,Swick,1964-01-19,1991-06-13,9999-01-01,Senior Engineer
16584,Toney,Einsfeld,1962-10-02,1990-07-06,9999-01-01,Senior Staff
16598,Sivanarayana,Hiltgen,1964-12-21,1990-05-13,9999-01-01,Senior Engineer
16610,Geoffry,Holburn,1964-06-11,1989-08-02,9999-01-01,Senior Staff
16612,Zhenhua,Rullman,1962-10-29,1990-03-03,9999-01-01,Senior Engineer
16618,Sadun,Hebert,1963-03-30,1987-05-17,9999-01-01,Senior Staff
16620,Arco,Basagni,1962-05-06,1987-07-22,9999-01-01,Senior Staff
16621,Parviz,Strehl,1962-05-30,1992-06-11,9999-01-01,Senior Engineer
16626,Van,Otillio,1962-08-16,1990-06-21,9999-01-01,Senior Staff
16638,Masanao,Rouquie,1964-08-05,1992-03-05,9999-01-01,Senior Staff
16643,Seshu,Picht,1962-07-04,1994-06-24,9999-01-01,Senior Staff
16648,Heather,Kropatsch,1963-02-10,1989-09-17,9999-01-01,Senior Staff
16675,Gritta,Samarati,1963-02-02,1998-08-30,9999-01-01,Senior Engineer
16727,Saniya,Codenie,1963-11-05,1987-09-24,9999-01-01,Senior Engineer
16745,Xianlong,Zwicker,1964-02-16,1994-07-09,9999-01-01,Senior Staff
16750,Alejandro,Hinsberger,1963-02-28,1992-05-19,9999-01-01,Senior Staff
16763,Yishai,Baja,1963-06-22,1989-06-23,9999-01-01,Senior Staff
16794,Trygve,Chleq,1963-04-17,1995-08-15,9999-01-01,Senior Staff
16797,Udo,Staylopatis,1962-01-09,1992-06-26,9999-01-01,Senior Engineer
16804,Alain,Wossner,1962-07-17,1986-03-25,9999-01-01,Senior Engineer
16810,Honesty,Verspoor,1963-07-14,1987-08-15,9999-01-01,Senior Engineer
16814,Abdulah,Waymire,1962-04-03,1992-06-22,9999-01-01,Senior Engineer
16820,Baruch,Mawatari,1962-06-28,1993-04-03,9999-01-01,Senior Engineer
16822,Shen,Spell,1964-01-08,1989-03-03,9999-01-01,Senior Staff
16826,Morris,Rosis,1962-01-30,1986-05-17,9999-01-01,Senior Staff
16837,Angus,Chleq,1963-07-31,1992-02-13,9999-01-01,Senior Staff
16861,Moon,Akaboshi,1963-04-19,1985-12-14,9999-01-01,Senior Engineer
16888,Barun,Renear,1962-02-18,1992-02-16,9999-01-01,Senior Engineer
16942,Tran,Shackel,1962-02-23,1994-06-15,9999-01-01,Senior Staff
16945,Ramzi,McConalogue,1963-10-25,1986-02-14,9999-01-01,Senior Engineer
16946,Owen,Quaggetto,1964-11-02,1997-03-03,9999-01-01,Senior Engineer
16960,Paddy,Ratnaker,1962-05-30,1998-11-02,9999-01-01,Senior Staff
16963,Monique,Lalonde,1964-11-07,1988-07-06,9999-01-01,Senior Engineer
16968,Patricio,Stifter,1964-07-16,1991-01-23,9999-01-01,Senior Engineer
16973,Vidya,Thisen,1963-02-08,1993-09-16,9999-01-01,Senior Staff
16984,Macha,Rosenbaum,1963-10-22,1994-01-26,9999-01-01,Senior Engineer
16991,Oksana,Birke,1963-11-26,1986-02-24,9999-01-01,Senior Staff
16998,Katsuyuki,Weedon,1963-07-14,1999-04-08,9999-01-01,Senior Staff
17003,JiYoung,Vadhan,1963-07-26,1992-04-26,9999-01-01,Senior Engineer
17005,Felicidad,Alpin,1962-11-01,1993-07-14,9999-01-01,Senior Staff
17010,Taiji,Beeson,1962-06-28,2001-10-21,9999-01-01,Senior Staff
17027,Quingbo,Birge,1964-05-28,1993-02-15,9999-01-01,Senior Staff
17029,Nobuyoshi,Bardell,1962-01-08,1986-08-17,9999-01-01,Senior Engineer
17038,Marco,Guenter,1963-12-13,1992-11-08,9999-01-01,Senior Staff
17061,Zhigen,Gomatam,1962-05-02,1987-11-30,9999-01-01,Senior Staff
17070,Feiyu,Alvarado,1962-06-11,1989-10-27,9999-01-01,Senior Engineer
17082,Keiichiro,Kragelund,1962-12-22,1991-12-20,9999-01-01,Senior Engineer
17083,Masoud,Gurbaxani,1964-12-17,1993-10-11,9999-01-01,Senior Engineer
17113,Ymte,Fujisawa,1964-07-21,1996-08-14,9999-01-01,Senior Engineer
17121,Thanasis,Lorys,1964-02-17,1988-01-18,9999-01-01,Senior Engineer
17139,Stein,Cesareni,1963-01-18,1987-11-23,9999-01-01,Senior Engineer
17164,Pranjal,Birta,1964-05-30,1988-12-17,9999-01-01,Senior Engineer
17180,Salvador,Boguraev,1963-05-01,1994-09-06,9999-01-01,Senior Engineer
17186,Susanne,Streit,1962-09-24,1999-06-19,9999-01-01,Senior Engineer
17187,Ortrud,Middleton,1963-04-08,1997-08-17,9999-01-01,Senior Engineer
17206,Berry,DeMori,1965-01-02,1992-12-27,9999-01-01,Senior Engineer
17238,Achilleas,Schach,1964-08-12,1985-07-07,9999-01-01,Senior Staff
17239,Nectarios,Panangaden,1963-02-19,1995-10-12,9999-01-01,Senior Staff
17264,Ibibia,Michaels,1963-06-14,1989-07-22,9999-01-01,Senior Engineer
17273,Aiichiro,Verhaegen,1964-03-05,1985-07-06,9999-01-01,Senior Engineer
17286,Arunachalam,Ermel,1964-08-08,1989-07-07,9999-01-01,Senior Engineer
17310,Florian,Stemann,1964-06-19,1996-09-26,9999-01-01,Senior Engineer
17311,Jouko,Heiserman,1963-09-03,1993-01-28,9999-01-01,Senior Staff
17331,Arfst,Kolvik,1963-12-14,1990-05-17,9999-01-01,Senior Engineer
17332,Valery,Grospietsch,1964-01-09,1985-03-02,9999-01-01,Senior Staff
17365,Sushant,Nitta,1963-04-15,1991-11-17,9999-01-01,Senior Engineer
17367,Tooru,Parfitt,1964-09-18,1992-01-23,9999-01-01,Senior Staff
17376,Moheb,Fadgyas,1964-10-13,1988-01-12,9999-01-01,Senior Engineer
17441,Nahum,Kropf,1962-02-12,1990-03-25,9999-01-01,Senior Engineer
17459,Xuejun,Delgrange,1962-05-19,1988-04-24,9999-01-01,Senior Staff
17460,Kannan,Khamsi,1962-01-04,1996-11-07,9999-01-01,Senior Engineer
17469,Chiradeep,Khamsi,1964-12-19,1991-10-18,9999-01-01,Senior Staff
17473,Constantine,Ravishankar,1964-05-05,1991-10-02,9999-01-01,Senior Staff
17475,Mingdong,Callaway,1964-04-29,1987-02-28,9999-01-01,Senior Engineer
17484,Janche,Jakobus,1963-02-16,1996-11-27,9999-01-01,Senior Staff
17491,Manohar,Docker,1962-02-24,1993-12-22,9999-01-01,Senior Staff
17503,Yonghoan,Murillo,1962-05-07,1991-06-05,9999-01-01,Senior Engineer
17504,Nidapan,Comyn,1963-01-08,1986-02-27,9999-01-01,Senior Engineer
17530,Martina,Granlund,1964-10-11,1986-11-04,9999-01-01,Senior Engineer
17557,Zhensheng,Cichocki,1962-03-10,1992-06-26,9999-01-01,Senior Engineer
17581,Marl,Kushner,1963-10-23,1988-06-19,9999-01-01,Senior Staff
17585,Dannz,Wixon,1962-02-27,1993-04-26,9999-01-01,Senior Staff
17592,Franziska,Bonifati,1962-02-08,1987-05-30,9999-01-01,Senior Staff
17595,Sachar,Ghemri,1963-06-14,1995-08-01,9999-01-01,Senior Staff
17616,Radhia,Gecseg,1962-12-07,1998-01-08,9999-01-01,Senior Staff
17626,Paraskevi,Cardazo,1963-04-18,1990-12-28,9999-01-01,Senior Engineer
17641,Jaber,Parhami,1964-12-13,1987-05-17,9999-01-01,Senior Staff
17650,Adly,Lemarechal,1962-06-08,1989-01-16,9999-01-01,Senior Engineer
17659,Horward,Yetim,1962-06-29,1990-07-09,9999-01-01,Senior Staff
17664,Vidya,Bodoff,1963-04-11,1998-07-24,9999-01-01,Senior Engineer
17673,Phuoc,Montresor,1962-04-01,1989-08-31,9999-01-01,Senior Engineer
17679,Khalid,Terlouw,1962-04-16,1991-08-20,9999-01-01,Senior Engineer
17682,Anyuan,Jeansoulin,1962-03-04,1989-10-25,9999-01-01,Senior Engineer
17689,Sanjay,Clemencon,1963-11-04,1990-04-15,9999-01-01,Senior Staff
17700,Adam,McAlpine,1964-03-28,1992-11-23,9999-01-01,Senior Engineer
17701,Mari,Cherinka,1962-07-21,1989-11-25,9999-01-01,Senior Staff
17732,Wilmer,Moehrke,1962-11-07,1996-06-20,9999-01-01,Senior Staff
17734,Fox,Matzov,1964-05-24,1995-12-12,9999-01-01,Senior Engineer
17773,Joydip,Hebden,1964-12-13,1995-05-26,9999-01-01,Senior Staff
17781,Amstein,Birke,1964-02-10,1994-12-20,9999-01-01,Senior Staff
17795,Houman,Solares,1964-05-18,1992-11-23,9999-01-01,Senior Engineer
17823,Uriel,Acton,1963-01-11,1997-02-21,9999-01-01,Senior Staff
17831,Boaz,Peha,1964-09-08,1996-06-24,9999-01-01,Senior Engineer
17865,Djenana,Syrotiuk,1964-05-24,1992-10-13,9999-01-01,Senior Engineer
17878,Gil,Lanphier,1962-03-04,1997-02-23,9999-01-01,Senior Staff
17898,Lijia,Cooley,1962-07-24,1998-09-29,9999-01-01,Senior Engineer
17901,Yucel,Ohori,1962-03-16,1993-07-09,9999-01-01,Senior Engineer
17905,Wuxu,Vilarrasa,1964-12-19,1985-02-11,9999-01-01,Senior Engineer
17912,Maik,Bain,1962-08-30,1992-08-31,9999-01-01,Senior Engineer
17918,Constantine,Taubman,1963-03-16,1989-02-22,9999-01-01,Senior Engineer
17920,Yuichiro,Chimia,1962-07-09,1998-10-07,9999-01-01,Senior Engineer
17924,Mikhail,Mitchem,1964-06-27,1995-05-10,9999-01-01,Senior Staff
17933,Morris,Schnabel,1964-01-21,1993-09-29,9999-01-01,Senior Engineer
17946,Khue,Matheson,1962-03-09,2001-05-27,9999-01-01,Senior Staff
17947,Torsten,Chiodo,1962-04-15,1990-08-09,9999-01-01,Senior Engineer
17953,Sugwoo,Vesna,1963-10-21,1985-09-07,9999-01-01,Senior Staff
17957,Pranav,Harllee,1962-06-11,1997-01-01,9999-01-01,Senior Engineer
17965,Abdelwaheb,Thummel,1964-07-26,1999-01-17,9999-01-01,Senior Staff
17978,Yinghua,Riefers,1962-04-19,1987-10-28,9999-01-01,Senior Staff
17982,Dzung,Stenning,1962-05-24,1995-05-12,9999-01-01,Senior Staff
17992,Zhonghua,Winter,1962-06-18,1998-09-23,9999-01-01,Senior Staff
18001,Odoardo,Peral,1962-06-23,1992-12-11,9999-01-01,Senior Staff
18002,Munehiko,Kisuki,1963-02-18,1987-01-30,9999-01-01,Senior Engineer
18021,Adil,Matzke,1965-01-07,1987-05-08,9999-01-01,Senior Engineer
18023,Valeri,Chenoweth,1962-05-27,1985-05-17,9999-01-01,Senior Engineer
18043,Yuqun,Harnett,1962-01-04,1986-11-03,9999-01-01,Senior Engineer
18046,Monique,Ramsay,1962-04-30,1989-07-14,9999-01-01,Senior Staff
18048,Sigeru,Matzke,1964-03-22,1991-12-04,9999-01-01,Senior Staff
18052,Hongzue,Samarati,1964-10-09,1994-04-09,9999-01-01,Senior Engineer
18066,Yonghong,Vidal,1963-05-28,1993-05-27,9999-01-01,Senior Engineer
18072,Cedric,Kalsbeek,1963-08-29,1985-08-11,9999-01-01,Senior Staff
18083,Aimee,Tiemann,1962-08-14,1987-12-13,9999-01-01,Senior Engineer
18091,Adly,Ferretti,1963-03-04,1995-03-13,9999-01-01,Senior Staff
18103,Herbert,Fendler,1962-05-25,1995-01-18,9999-01-01,Senior Staff
18107,Augustine,Mondadori,1964-03-29,1998-06-13,9999-01-01,Senior Engineer
18147,Mahmut,Bierbaum,1964-11-06,1985-08-07,9999-01-01,Senior Staff
18150,Girolamo,Kulisch,1963-12-01,1998-01-21,9999-01-01,Senior Engineer
18151,Yinghua,Demian,1963-07-19,1993-04-17,9999-01-01,Senior Staff
18167,Constantino,Chaudhuri,1963-06-04,1990-04-11,9999-01-01,Senior Engineer
18179,Owen,Heijenga,1964-11-26,1993-05-24,9999-01-01,Senior Staff
18182,Dekang,Aamodt,1963-02-23,1988-05-25,9999-01-01,Senior Staff
18188,Jagoda,Joslin,1964-07-29,1999-04-05,9999-01-01,Senior Engineer
18193,Jianhua,Sommer,1963-09-12,1997-08-25,9999-01-01,Senior Engineer
18197,Lihong,Luks,1964-11-30,1994-03-03,9999-01-01,Senior Staff
18229,Huan,Baranowski,1964-02-28,1993-10-05,9999-01-01,Senior Staff
18236,Marko,Unno,1962-08-13,1993-09-23,9999-01-01,Senior Engineer
